title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Enzymatic activity-independent NANS stabilizes LATS2 to drive growth and therapeutic resistance in HR+/HER2- breast cancer,https://www.nature.com/articles/s41467-026-75386-x,,Biological sciences : Nature Communications subject feeds,2026-07-24 00:00:00+00:00,,Zhi-Ming Shao,,"Hormone receptor-positive, human epidermal growth factor receptor 2-negative (HR+ /HER2-) breast cancer is the most common subtype in females, frequently challenged by resistance to endocrine therapy and CDK4/6 inhibitors. Here we show that N-acetylneuraminate synthase (NANS) is significantly upregulated in female HR+ /HER2- breast cancer patients, inversely correlating with patient prognosis. Functionally, NANS promotes tumor growth and confers resistance to tamoxifen and CDK4/6 inhibitors independently of its canonical enzymatic activity. Mechanistically, NANS recruits ubiquitin-specific protease 7 (USP7) to deubiquitinate and stabilize large tumor suppressor kinase 2 (LATS2), leading to canonical Hippo pathway activation and upregulation of estrogen receptor α and CDK4. Reintroducing LATS2 into NANS-depleted cells partially rescues the impaired growth-promoting and drug-resistant phenotypes in vitro and in vivo. Furthermore, the clinical relevance of the NANS-USP7/LATS2 axis is confirmed in patient-derived female HR+ /HER2- breast cancer samples. Together, our findings unveil an enzymatic activity-independent role for NANS in driving therapy resistance, nominating it as a promising therapeutic target.",nature_html
The critical challenges of energy diversification and environmental sustainability in the European Green Deal: Empirical evidence from European countries,https://www.sciencedirect.com/science/article/pii/S0301421526004519?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-24 00:00:00+00:00,10.1016/j.enpol.2026.115517,Rana Umair Ashraf,,"The European Green Deal identifies energy diversification and environmental sustainability as two central pillars for achieving a secure, resilient, and climate-neutral energy system. Although previous studies have examined the determinants of environmental sustainability and the energy transition separately, limited evidence exists on how energy diversification, globalization, financial development, natural capital, and structural change jointly shape environmental sustainability within the European Green Deal framework. This study addresses this gap by investigating the macroeconomic determinants of environmental sustainability across 26 European countries during 1995-2023. The analysis employs dynamic System GMM as the primary estimation method, complemented by CS-ARDL to examine long-run relationships and machine-learning models with SHAP explainability to assess the relative importance of the explanatory variables. The results reveal strong persistence in environmental sustainability over time. Structural change is the only significant short-run determinant, while energy diversification and political globalization exhibit significant negative long-run effects, whereas financial development and natural capital show no robust long-run influence on environmental sustainability. These findings suggest that energy diversification alone does not guarantee environmental sustainability unless supported by renewable energy deployment, technological innovation, and effective environmental governance. By integrating dynamic econometric techniques with explainable machine learning, this study provides new evidence on the macroeconomic drivers of environmental sustainability and offers policy insights for implementing the European Green Deal more effectively.",openalex
"Geopolitical fragmentation, energy vulnerability, and national ESG trajectories after Russia's invasion of Ukraine",https://www.sciencedirect.com/science/article/pii/S0301421526004234?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-24 00:00:00+00:00,10.1016/j.enpol.2026.115489,Chankook Park,,,
The climate-electricity nexus in the GCC: How rising temperatures drive electricity demand across Gulf states,https://www.sciencedirect.com/science/article/pii/S0301421526004246?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-24 00:00:00+00:00,10.1016/j.enpol.2026.115490,Shahriyar Mukhtarov,,"The GCC region is warming at 0.49°C per decade, nearly three times the global average, placing mounting pressure on electricity systems that already face extreme cooling demand. This study estimates country-specific income, price, and temperature elasticities of electricity demand for GCC countries over 1990-2022, using cointegration techniques. We find that a 1°C increase in annual average temperature would raise annual electricity consumption by 3.1% (Bahrain) to 5.8% (Saudi Arabia), translating into 32.2 TWh of additional regional demand, and 16.8 Mt of CO 2 emissions annually. The emission estimates are based on 2021 country-specific carbon intensities, reflecting each country's prevailing generation fuel mix (IEA, 2024; Ember, 2023). The additional generation would cost approximately $1.9 billion per year. Income elasticities range from 0.25 to 1.37, and price elasticities range from −0.08 to −0.61, revealing substantial cross-country heterogeneity driven by differences in appliance saturation, subsidy structures, and tariff reform histories. Decomposition analysis confirms that temperature, alongside population and income growth, is a first-order driver of electricity consumption, while the demand response to Saudi Arabia's 2016–2018 pricing reforms demonstrates that well-designed tariff adjustments can partially offset climate-driven demand growth. The findings highlight the urgency of improvements in the energy efficiency of buildings, advanced cooling technologies, and continued pricing reforms to decouple electricity demand from rising temperatures in support of GCC net-zero aspirations.",openalex
Geopolitical conflict and firms’ energy transition: A quasi-natural experiment from the Russia–Ukraine conflict,https://www.sciencedirect.com/science/article/pii/S0301421526004258?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-24 00:00:00+00:00,10.1016/j.enpol.2026.115491,Dongyang Zhang,,,
Bi-directional charging of electric vehicles for sustainable energy management with distributed solar generation,https://www.sciencedirect.com/science/article/pii/S0306261926011347?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-24 00:00:00+00:00,10.1016/j.apenergy.2026.128478,Washington Ochieng,,,
An LLM-driven adaptive scheduling framework for fuel cell cogeneration-based integrated energy systems under source-load uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926010731?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-07-24 00:00:00+00:00,10.1016/j.apenergy.2026.128419,Li Sun,,,
Leiomodin2 is a polymerase at the pointed ends of actin filaments,https://www.nature.com/articles/s41467-026-75794-z,,Biological sciences : Nature Communications subject feeds,2026-07-24 00:00:00+00:00,,Thomas D. Pollard,,"Biophysical and structural studies have found that leiomodin 2, a protein discovered in muscle cells, is the first example of a molecule that promotes the elongation of actin filaments at their slowly growing “pointed ends.” This breakthrough will stimulate work to answer many puzzling questions about the mechanism of this process.",nature_html
When do consumers lose from variable electricity pricing?,https://www.sciencedirect.com/science/article/pii/S0301421526004088?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-07-24 00:00:00+00:00,10.1016/j.enpol.2026.115474,Saurabh Amin,,,
Large low-field magnetic enhancement in photoredox hydrodechlorination of N-heteroarene chlorides restricted by poor cage escape,https://academic.oup.com/nsr/advance-article/doi/10.1093/nsr/nwag450/8741424?rss=1,,National Science Review Advance Access,2026-07-24 00:00:00+00:00,10.1093/nsr/nwag450,Linan Zhou,,"The efficiency of photoredox catalysis has long been hampered by rapid back electron transfer (BET) within the radical ion pairs (RIPs). While external magnetic fields can modulate the spin dynamics of RIPs to suppress BET, achieving a large magnetic field effect (MFE) at low-field strengths has remained a formidable challenge. Herein, we report a remarkably large MFE, with a quantum yield enhancement exceeding 130% and a yield enhancement up to 160%, in the photoredox hydrodechlorination of N",rss_oup
