title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
Interfacial Electronic Reconstruction in SnS2/CoS Heterostructure for Efficient Electrochemical Nitrate-to-Ammonia Conversion and Energy–Environment Integration,https://pubs.acs.org/aamick/article/doi/10.1021/acsami.6c13867/5432609/Interfacial-Electronic-Reconstruction-in-SnS2-CoS,,ACS Applied Materials & Interfaces: Latest Articles (ACS Publications),2026-09-18 00:00:00+00:00,10.1021/acsami.6c13867,Ning Zhang,,"Abstract Electrocatalytic nitrate reduction reaction (NO3RR) provides a promising route for sustainable ammonia synthesis but is often limited by sluggish reaction kinetics, inefficient charge transfer, and competing hydrogen evolution. Herein, a SnS2/CoS heterostructure with strong interfacial electronic coupling is rationally constructed to integrate the complementary catalytic functions of Sn and Co active sites. Benefiting from interfacial electronic reconstruction, the optimized catalyst achieves a Faradaic efficiency of 98.31% and an NH3 yield rate of 9.6 mg h–1 cm–2 at –0.5 V, significantly outperforming the individual components. Combined in situ Raman spectroscopy, electrochemical characterization, and density functional theory calculations reveal that interfacial charge redistribution optimizes nitrate adsorption, facilitates interfacial charge transfer, and accelerates the conversion of nitrate-derived intermediates, thereby enhancing the overall NO3RR kinetics. Furthermore, the assembled Zn–NO3– battery delivers an open-circuit voltage of 1.7 V and a maximum power density of 18 mW cm–2, demonstrating the feasibility of coupling ammonia synthesis with electricity generation. This work highlights interfacial electronic reconstruction as an effective strategy for designing high-performance heterostructured electrocatalysts for sustainable NO3RR.",crossref
Erratum for the Research Article “Intratumoral delivery of CCL25 enhances immunotherapy against triple-negative breast cancer by recruiting CCR9 + T cells” by H. Chen et al .,https://www.science.org/doi/10.1126/sciadv.ael7019,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.ael7019,,,,
Aliphatic chains as physical realizations of one-dimensional spin chains supporting magnetically silent spin waves,https://www.science.org/doi/10.1126/sciadv.aef7347,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.aef7347,Kirill F. Sheberstov,,"Spin waves are collective spin excitations that propagate through lattices with nearest-neighbor interactions. They are conventionally observed in magnetically ordered solids using inelastic scattering techniques or ferromagnetic resonance. Here, we show that analogous spin dynamics can occur in solution-state nuclear magnetic resonance (NMR) of molecules containing aliphatic chains. We show that singlet-triplet population imbalances of nuclear spins can propagate coherently along aliphatic chains. These dynamics correspond to spin waves that carry no net magnetization and are therefore referred to as magnetically silent. When J -couplings along the chain exhibit translational symmetry, the spin Hamiltonian factorizes into subspaces that are formally equivalent to the one-dimensional XY model of spin chains. This enables analytical expressions for eigenstates and eigenenergies, leading to a form of spectroscopy that we term spin-chain zero-quantum NMR. Beyond spectroscopy, the emergence of collective dynamics in molecular systems provides a platform for exploring spin transport, which can be addressed using quantum simulations when classical computational approaches become intractable.",crossref
Quantum coherent dynamics in allophycocyanin trimer complex,https://www.science.org/doi/10.1126/sciadv.aef1022,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.aef1022,Hong-Guang Duan,,"For years, scientists have debated whether plants and algae use quantum coherence to enhance the transfer of light energy during photosynthesis. Some studies have suggested that wavelike quantum effects might help energy flow more efficiently between pigments. To investigate this idea, we studied allophycocyanin (APC), a light-harvesting protein complex found in cyanobacteria. Using a combination of ultrafast laser spectroscopic methods and rigorous hierarchical equations-of-motion simulations, we examined both the trimer protein complex and its monomer subunit. The experiments detected rapid oscillations in the optical signals that resembled quantum beats. However, temperature-dependent studies and further analysis showed that these signals were caused by vibrations rather than true quantum superpositions. The excitonic transitions of APC exhibit ultrafast dephasing, within ∼40 femtoseconds at low temperatures and ∼20 femtoseconds at room temperature. This is much shorter than the time required for energy to move between chromophores, which is around 344 femtoseconds. In contrast, certain vibrational motions lasted much longer and remained largely unaffected by temperature. Similar vibrations were observed in both the full protein complex and its isolated subunits, confirming that long-lived oscillations do not rely on interactions between pigments. These findings suggest that long-lived oscillations in APC are predominantly vibrational rather than functionally significant electronic coherence.",crossref
Concurrent excitation and detection in magnetic resonance using voltage-controlled oscillators,https://www.science.org/doi/10.1126/sciadv.aeg6581,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.aeg6581,Jens Anders,,"Dead time following radio frequency excitation limits pulsed magnetic resonance (MR) experiments by obscuring early-time spin dynamics and short-lived signals. We demonstrate continuous concurrent excitation and detection using two oscillator-based MR detectors: a high-frequency (477 megahertz) injection-locked voltage-controlled oscillator (VCO) array enabling a scalable segmented-coil architecture and a low-frequency (17 megahertz) single-coil VCO. Both detectors are embedded in custom-designed phase-locked loops, enabling phase-coherent multipulse operation. Using a planar segmented coil driven by a chip-integrated VCO array operating at 477-megahertz proton frequency, we perform conventional Fourier transform nuclear MR, continuously monitor driven Rabi oscillations throughout the excitation pulse, and observe the immediate onset of free-induction decay, all without dedicated transmit-receive switches or receiver gating. We further demonstrate phase-coherent, phase-cycled multipulse operation, including a Hahn echo sequence realized on a second system operating at 17 megahertz. Together, these results demonstrate the general applicability and versatility of the oscillator-based detection principle across pulse sequences and operating frequencies.",crossref
Additive manufacturing–facilitated blow molding for functional thin-walled polymeric structures,https://www.science.org/doi/10.1126/sciadv.aeg3937,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.aeg3937,Dennis M. Kochmann,,"Thin-walled structures capable of large, reversible deformation are key to multistability, origami, kirigami, and soft robotics. However, conventional fabrication techniques—including 3D printing, casting, and laser cutting—suffer from low durability, complex workflows, and restricted geometric freedom, hindering repeatable production. We introduce additive manufacturing–facilitated blow molding (AM-BM), combining the design flexibility of additive manufacturing with the robustness of blow molding. Replacing metal molds with additively manufactured resin ones enables rapid, low-cost fabrication of thin-walled components with tunable geometry and controllable wall thickness out of diverse thermoplastics. The thickness control allows thin-walled components to function as rigid load-bearing elements or compliant hinges. Demonstrations include multistable structures with geometry-controlled reconfigurability; origami and kirigami structures with extensive design freedom and uniform mechanical properties; and soft actuators and robots with ultrahigh load-to-weight ratios and rapid response. AM-BM offers a versatile, scalable route to thin-walled structures combining geometric freedom, mechanical functionality, and efficient production.",crossref
Multiple quantum 19 F electron-nuclear double resonance (ENDOR) for distance measurements with multifluorinated spin probes,https://www.science.org/doi/10.1126/sciadv.aeg7753,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.aeg7753,Marina Bennati,,"Mims electron–nuclear double resonance (ENDOR) spectroscopy with 19 F spin labels is emerging as a powerful tool to access molecular distances in the 5 to 20 Å range. A time domain (TD) version of the experiment allows to manipulate nuclear spin coherences, similarly to NMR, and thus to increase distance resolution. Nevertheless, Mims ENDOR sensitivity strongly decays with the inter spin distance r , and measurements of longer distances benefit from labels with multiple 19 F nuclei, such as CF 3 probes. Here, we demonstrate that TD Mims ENDOR with two or three 19 F nuclei reveals multiple-quantum effects and homonuclear dipolar couplings. We present a general theoretical framework for TD Mims ENDOR with multiple like nuclei (i.e., 19 F), enabling analysis of spin evolution and the controlled experimental generation of single- and multiple-quantum nuclear coherences. Our results directly report not only on electron-nuclear distances but also on measurements and correlation of internuclear distances. Overall, TD ENDOR potentially offers a toolbox for molecular structure investigations.",crossref
Renal-clearable fluorescent probe for early detection of pancreatic cancer in living murine models,https://www.science.org/doi/10.1126/sciadv.aei0638,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.aei0638,Jun Ren,,"Pancreatic cancer (PC) is a highly aggressive and lethal malignancy with extremely poor patient survival rates. The lack of biomarkers and deep tissue detection barriers has presented long-standing and unsolved issues, severely hindering the early diagnosis of PC even in living rodent models. Here, we report a renal-clearable leucine aminopeptidase (LAP)–activatable fluorescence probe, overturning the probe’s pharmacokinetics from the liver to kidney pathway (90% of the injection dosage). This strategy reduces interference in the liver and enables LAP as a biomarker for PC detection in murine models. After in situ response with LAP in the pancreas, renal-clearable fluorogenic fragments could be efficiently excreted into the urine, thus addressing the depth barriers of PC. Our strategy has resolved the lack of biomarkers and deep tissue detection barriers in early PC detection in murine models, which would greatly expand the bioanalytical toolbox for PC identification, further enabling the efficient screening of PC drugs at the animal level and the exploration of diagnostic methods for PC.",crossref
"Geometry-controlled instability pathway selection in elastic helices enables fast, efficient robotic locomotion",https://www.science.org/doi/10.1126/sciadv.aeh2779,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.aeh2779,M. Khalid Jawed,,"Mechanical instabilities can convert slow actuation into rapid, amplified motion, but predicting whether a three-dimensional elastic structure buckles smoothly or snaps remains challenging. Here, we show that helix geometry and boundary loading jointly select continuous buckling or snap-through in elastic filaments. Combining nonlinear rod theory, simulations, and high-throughput robotic arm experiments, we establish a predictive pathway map and identify snap-through as a robust mechanism for repeatable motion amplification under simple boundary actuation. Guided by this map, we design a snap-actuated helical limb that converts small end rotations into rapid global reconfiguration and cyclic energy release. Integrated into an untethered robot, this limb enables sustained hopping across wood, cloth, acrylic, leather, grass, and sand, reaching 3.21 body lengths per second with an electrical cost of transport of 4.79. Controlled comparisons with a rigid-legged robot show that snap-through drives the gains in speed, efficiency, and terrain robustness. The same limb architecture also enables agile turning, repeated back-flips, and swimming.",crossref
Functional diversity of natural human IFNB1 variants in innate immunity,https://www.science.org/doi/10.1126/sciadv.aeh4755,,Science Advances,2026-09-18 00:00:00+00:00,10.1126/sciadv.aeh4755,Benjamin G. Hale,,"Human interferon-β (IFN-β), a type I IFN, is critical for effective innate immunity and is also an approved disease-modifying therapeutic. While genetic variations in several components of the type I IFN system are associated with infectious and immune diseases, consequences of IFNB1 variation remain unexplored. Here, we functionally evaluated 70 naturally occurring rare protein-altering IFNB1 variants detected in humans globally. Twenty-five percent of all protein variants were found to be substantially less active than the common reference IFN-β, a phenotype that for many correlated with retention in the ER and poor secretion, or to compromised interaction with IFNAR1/IFNAR2 cell surface receptors. Notably, three IFNB1 variants, including one found to be homozygous in a single individual, encode IFN-β proteins with enhanced capacity to engage IFNAR1/IFNAR2 and which exhibit greater signaling and antiviral potency than common IFN-β. Our mechanistic survey of natural human IFN-β functional diversity provides a framework to explore both disease associations and the optimization of human IFN-β in next-generation therapeutics.",crossref
