title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source
YBX1 Confers immunosuppressive bone metastatic traits in non-small cell lung cancer,https://www.nature.com/articles/s41467-026-73931-2,,Biological sciences : Nature Communications subject feeds,2026-06-13 00:00:00+00:00,,Jing Chen,,"The spread of lung cancer to bone is a devastating complication often linked to resistance against immunotherapy, but the reasons for this connection are poorly understood. Here we show that the transcription factor YBX1 acts as a central regulator driving both bone metastasis and the formation of an immunosuppressive environment in non-small cell lung cancer (NSCLC). YBX1 achieves this by activating distinct signaling pathways (IL6 and CCL5, respectively). Mechanistically, YBX1 protein levels are controlled by glycosylation that marks it for autophagic degradation inside cells. Notably, reduced YBX1 glycosylation was observed in highly bone-metastatic NSCLC cells. Importantly, we identified a drug candidate, Icaritin, which boosts this sugar-modification, leading to YBX1 degradation. This dual action inhibits bone metastasis and re-sensitizes tumors to immune attack. Our work reveals YBX1 as a promising single target for combating bone spread and overcoming immunotherapy resistance.",nature_html
Crop fields complement biodiversity in permanent grasslands across European landscapes,https://www.nature.com/articles/s41467-026-74356-7,,Biological sciences : Nature Communications subject feeds,2026-06-13 00:00:00+00:00,,Erik Öckinger,,"Temperate agricultural landscapes are experiencing unprecedented biodiversity declines. Landscape simplification is commonly identified as a driver of species loss across taxonomic groups, but the contribution of crop and non-crop habitats to farmland biodiversity conservation is surprisingly poorly known. Using 86 paired permanent grasslands and oilseed rape fields in five European countries, we assess how habitat type shaped plant, butterfly, wild bee, and carabid assemblages and whether increasing grassland amount in surrounding landscapes fosters the spillover of grassland-associated biodiversity to oilseed rape fields. We find habitat type rather than landscape-level grassland amount determines diversity and shapes species assemblages: plants and butterflies are more diverse in grasslands, while wild bees and carabids are equally or more diverse in oilseed rape fields. Increasing landscape-level grassland amount affects species assemblage composition but only reduces turnover between habitats in wild bees. Overall, both grasslands and oilseed rape fields harbour distinct sets of species, together contributing complementarily to regional diversity. Safeguarding biodiversity in agricultural landscapes therefore requires not only the conservation of permanent semi-natural habitats but also biodiversity-friendly management of disturbed habitats such as crop fields that can contribute valuable species.",nature_html
Spatial cellular order underlies locally-confined mechanisms of immune resistance in oropharyngeal cancer,https://www.nature.com/articles/s41467-026-74318-z,,Biological sciences : Nature Communications subject feeds,2026-06-13 00:00:00+00:00,,Charalampos S. Floudas,,"Oropharyngeal squamous cell carcinomas (OPSCCs) frequently result from oncogenic human papilloma virus (HPV) infections (HPV-OPSCC). The mechanisms underlying effective immune escape, despite abundant viral antigens, are incompletely understood. Here, we performed single-cell spatial gene expression profiling of HPV-OPSCC to characterize cellular organization and mechanisms of immune resistance. We describe distinct tumor-parenchymal immune foci that differ in cytokine expression, spatial location, immune cell infiltration and cancer cell states. Furthermore, immune foci display profound differences related to co-inhibitory receptor signaling and immunosuppressive myeloid cells, suggesting that different tumor-parenchymal regions may be dominated by distinct, locally-confined mechanisms of immunosuppression. Additionally, senescent-like HPV-OPSCC cells lacking HPV transcripts (HPVoff) are evident across the tumor parenchyma and able to evade HPV-specific T cell-mediated immunity in vitro. HPVoff cells are enriched within hypoxic regions and near IFN-γ producing T cells suggesting that both hypoxia and IFN-γ signaling can promote the HPVoff phenotype. In conclusion, our findings highlight a complex cellular interplay underlying heterogeneous cancer cell states, spatial immune cell organization, and diverse mechanisms of immune escape.",nature_html
Synthesis of functionalized hydrosilanes via titanium-catalyzed hydroboration and hydrogenation of C(sp3)–Si bonds in silacyclobutanes,https://www.nature.com/articles/s41467-026-74224-4,,Physical sciences : Nature Communications subject feeds,2026-06-13 00:00:00+00:00,,Lipeng Wu,,"The design and synthesis of molecules featuring both boron and silicon moieties hold significant promise for delivering unique reactivity patterns and material properties. Herein, a titanium-catalyzed selective hydroboration of the C(sp3)–Si bonds in silacyclobutanes for the synthesis of boryl-functionalized hydrosilanes is developed. Our protocol accommodates a broad range of structurally distinct silacyclobutanes, affording a diverse library of boryl-functionalized hydrosilanes (R2B~link~Si–H). The free Si–H and boryl functional groups allow for their seamless integration into synthetic chemistry and many other research areas. The facile synthesis of sila-substituted drug molecules via our strategy is also demonstrated. Furthermore, our methodology is successfully extended to the hydrogenation of the C(sp3)–Si bond using H2 gas, offering a general route to synthesize a broad spectrum of heteroleptic-substituted hydrosilanes, including their deuterated derivatives. Mechanistic investigations, complemented by DFT calculations, reveal an unusual two-electron process at the titanium metal center. The essence of the selective activation of C(sp3)–Si bonds over C(sp2)–Si in silacyclobutanes by titanium catalyst is elucidated.",nature_html
Urban energy and three-dimensional mobility integration for eVTOL scale-up,https://www.sciencedirect.com/science/article/pii/S0306261926008809?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Hongxun Hui,,,
PMDS-UNet: A novel approach for precise segmentation of distributed photovoltaics in high-resolution remote sensing imagery,https://www.sciencedirect.com/science/article/pii/S0306261926008834?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Mengjun Chen,,,
Proactive mitigation of voltage volatility via topological flexibility in park-level distribution networks,https://www.sciencedirect.com/science/article/pii/S0306261926008020?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Hongjie Jia,,,
Pareto-optimal pathways to sustainable energy systems,https://www.sciencedirect.com/science/article/pii/S0306261926008299?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Herbert Palm,,,
Hosting capacity of AI training data centers with PEM support: A two-level optimization approach,https://www.sciencedirect.com/science/article/pii/S0306261926008858?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Ehab F. El-Saadany,,,
"System-level integration of bioconversion and catalytic reforming pathways for sustainable production of biodiesel, hydrogen, and ammonia from lignocellulosic biomass",https://www.sciencedirect.com/science/article/pii/S0306261926008433?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-13 00:00:00+00:00,,Soonho Hwangbo,,,
